City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Ayorou,NE,14.7308,0.9174,81.7,57,100,14.63,overcast clouds
452,Sao Filipe,CV,14.8961,-24.4956,75.49,75,11,6.29,few clouds
453,Sulangan,PH,11.1373,123.7228,81.95,76,100,2.71,overcast clouds
454,Baykit,RU,61.67,96.37,61.47,85,100,3.18,light rain
455,Bilma,NE,18.6853,12.9164,88.34,41,21,6.93,few clouds
456,Escarcega,MX,18.6089,-90.7454,80.53,69,42,4.88,scattered clouds
457,Fort Nelson,CA,58.8053,-122.7002,66.42,83,100,2.17,light rain
458,Marrakesh,MA,31.6315,-8.0083,95.07,34,40,9.22,scattered clouds
459,Davila,PH,18.4726,120.5763,83.89,76,100,10.2,overcast clouds
460,Filingue,NE,14.3521,3.3168,80.85,56,100,12.48,overcast clouds
461,Poso,ID,-1.3959,120.7524,81.34,77,100,1.25,overcast clouds
462,Dakoro,NE,14.5106,6.765,76.71,66,8,8.57,clear sky
463,Husavik,IS,66.0449,-17.3389,41.88,93,100,9.71,overcast clouds
464,Faya,SA,18.3851,42.4509,66.78,63,89,7.2,overcast clouds
465,Lamar,US,33.6668,-95.5836,91.31,49,0,12.66,clear sky
466,Nuristan,AF,35.3,70.8333,45.79,72,1,5.3,clear sky
467,Chicama,PE,-7.8447,-79.1469,59.54,84,16,6.4,few clouds
468,La Ronge,CA,55.1001,-105.2842,63.09,59,69,5.5,broken clouds
469,Guadalajara,MX,20.6667,-103.3333,69.66,75,91,3.24,overcast clouds
470,Erdenet,MN,49.0333,104.0833,68.38,55,47,3.98,scattered clouds
471,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,75.06,42,48,3.47,scattered clouds
472,Golfito,CR,8.639,-83.166,76.01,93,98,2.13,overcast clouds
473,Tobol,KZ,52.6844,62.5794,61.43,86,40,5.23,scattered clouds
474,Formosa,AR,-26.1775,-58.1781,58.98,77,0,5.75,clear sky
475,Kamenka,RU,51.3223,42.7678,60.8,70,100,8.84,overcast clouds
476,Hartselle,US,34.4434,-86.9353,76.41,100,100,4.34,overcast clouds
477,Lira,UG,2.235,32.9097,64.18,97,100,3.22,light rain
478,Sistranda,NO,63.7256,8.834,51.76,79,100,6.98,moderate rain
479,Jutai,BR,-5.1833,-68.9,75.22,88,86,0.94,overcast clouds
480,Vilya,RU,55.2456,42.2089,54.63,71,98,2.01,overcast clouds
481,Rondonopolis,BR,-16.4708,-54.6356,74.75,31,0,1.03,clear sky
482,Codrington,AU,-38.2667,141.9667,51.76,83,89,17.96,overcast clouds
483,Vardo,NO,70.3705,31.1107,49.98,100,100,0.0,fog
484,Ornskoldsvik,SE,63.2909,18.7153,58.15,100,100,4.61,fog
485,Bandarbeyla,SO,9.4942,50.8122,76.01,77,5,27.63,clear sky
486,Mangrol,IN,21.1167,70.1167,81.05,80,98,14.99,overcast clouds
487,Lyudinovo,RU,53.8664,34.4478,58.51,77,100,4.92,overcast clouds
488,Paris,FR,48.8534,2.3488,70.11,79,0,4.61,clear sky
489,Nabire,ID,-3.3667,135.4833,81.57,79,100,1.34,overcast clouds
490,Mahendragarh,IN,28.2833,76.15,81.54,79,90,6.8,overcast clouds
491,Panguipulli,CL,-39.6333,-72.3333,42.01,98,90,1.48,overcast clouds
492,Wladyslawowo,PL,54.7909,18.4009,55.0,79,42,2.28,scattered clouds
493,Biak,ID,-0.9131,122.8766,77.99,84,100,3.47,overcast clouds
494,Baruun-Urt,MN,46.6806,113.2792,76.3,39,28,6.82,scattered clouds
495,Tomatlan,MX,19.9333,-105.25,81.66,75,98,4.7,overcast clouds
496,Cutlerville,US,42.8409,-85.6636,76.78,66,0,7.29,clear sky
497,Larsnes,NO,62.2028,5.5773,54.01,86,61,3.96,broken clouds
498,General Roca,AR,-39.0333,-67.5833,50.63,51,79,3.83,broken clouds
499,Luangwa,ZM,-15.6167,30.4167,58.15,58,0,2.66,clear sky
500,Gonbad-E Qabus,IR,37.25,55.1672,78.75,72,95,3.42,overcast clouds
501,Katobu,ID,-4.9408,122.5276,79.57,83,95,7.96,overcast clouds
502,Nicolas Bravo,MX,18.45,-88.9167,76.51,91,99,3.78,overcast clouds
503,Hirara,JP,24.8,125.2833,81.45,84,100,10.09,light rain
504,Najran,SA,17.4924,44.1277,75.22,65,82,14.05,broken clouds
505,Fairbanks,US,64.8378,-147.7164,68.59,74,87,1.01,overcast clouds
506,Osoyoos,CA,49.0331,-119.4524,104.74,5,0,7.61,clear sky
507,Rovaniemi,FI,66.5,25.7167,54.81,94,75,4.61,broken clouds
508,Vitim,RU,59.4511,112.5578,64.44,92,100,5.3,light rain
509,Prince Rupert,CA,54.3161,-130.3201,59.09,94,100,3.44,overcast clouds
510,Floro,NO,61.5996,5.0328,53.56,71,45,11.5,scattered clouds
511,Patiya,BD,22.2931,91.9762,80.76,88,37,5.14,scattered clouds
512,Shimoda,JP,34.6667,138.95,92.1,72,47,12.5,scattered clouds
513,Ruteng,ID,-8.6136,120.4721,70.61,65,11,1.48,few clouds
514,Suleja,NG,9.1758,7.1808,69.91,96,46,3.56,light rain
515,Daru,PG,-9.0763,143.2092,79.54,86,56,11.39,broken clouds
516,Xiuyan,CN,40.2928,123.2744,80.87,85,48,3.78,scattered clouds
517,Kokopo,PG,-4.352,152.2633,86.09,61,89,9.75,overcast clouds
518,Qinzhou,CN,21.95,108.6167,87.03,68,0,6.44,clear sky
519,Quzhou,CN,28.9594,118.8686,87.67,64,0,3.67,clear sky
520,Severodvinsk,RU,64.5635,39.8302,53.71,83,100,5.37,overcast clouds
521,Batagay-Alyta,RU,67.8006,130.4114,70.99,53,100,11.95,overcast clouds
522,Mackay,AU,-21.15,149.2,75.69,73,0,7.96,clear sky
523,Ephrata,US,40.1798,-76.1788,71.51,78,100,1.99,light rain
524,Te Anau,NZ,-45.4167,167.7167,45.09,91,100,7.92,light rain
525,Mecca,SA,21.4267,39.8261,88.59,24,100,4.0,overcast clouds
526,Olafsvik,IS,64.8945,-23.7142,48.54,65,100,6.44,overcast clouds
527,Axim,GH,4.8699,-2.2405,74.39,83,100,12.62,overcast clouds
528,Touros,BR,-5.1989,-35.4608,76.51,84,91,12.97,moderate rain
529,Shingu,JP,33.7333,135.9833,88.84,64,80,7.83,broken clouds
530,Iquitos,PE,-3.7481,-73.2472,78.84,94,75,3.44,broken clouds
531,Zabol,AF,32.25,67.25,71.53,53,1,3.4,clear sky
532,Meulaboh,ID,4.1363,96.1285,77.68,86,100,4.34,overcast clouds
533,Maningrida,AU,-12.0667,134.2667,82.63,46,98,9.42,overcast clouds
534,Udachnyy,RU,66.4167,112.4,55.45,87,100,17.65,overcast clouds
535,Iskateley,RU,67.6803,53.1512,64.18,72,100,11.23,overcast clouds
536,Nioro,GM,13.35,-15.75,71.82,94,100,8.57,light rain
537,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,59.59,63,75,2.24,broken clouds
538,Mareeba,AU,-17.0,145.4333,72.48,81,99,4.41,overcast clouds
539,Port Hedland,AU,-20.3167,118.5667,71.65,43,37,6.91,scattered clouds
540,Vallenar,CL,-28.5708,-70.7581,62.76,57,100,2.44,overcast clouds
541,Jalu,LY,29.0331,21.5482,82.02,48,0,15.23,clear sky
542,Aksarka,RU,66.5606,67.7975,52.9,74,38,5.44,scattered clouds
543,Newport,GB,51.5877,-2.9984,64.45,78,95,5.37,overcast clouds
544,Ambovombe,MG,-25.1667,46.0833,65.5,91,10,5.75,clear sky
545,Kloulklubed,PW,7.0419,134.2556,75.7,77,100,7.9,overcast clouds
546,Adrar,MR,20.5022,-10.0711,92.59,34,15,12.44,few clouds
547,Cherskiy,RU,68.75,161.3,71.22,35,87,18.52,overcast clouds
548,Shizunai,JP,42.3339,142.3669,69.87,88,100,13.2,light rain
549,Tsumeb,NA,-19.2333,17.7167,58.44,32,2,4.36,clear sky
550,Port Augusta,AU,-32.5,137.7667,56.41,58,0,6.67,clear sky
551,Dolores,AR,-36.3132,-57.6792,48.92,88,16,4.97,few clouds
552,Setermoen,NO,68.861,18.3486,57.43,92,100,2.15,overcast clouds
553,Rongcheng,CN,30.634,117.8517,87.06,73,0,0.98,clear sky
554,Lazaro Cardenas,MX,17.9583,-102.2,82.8,76,87,6.22,overcast clouds
555,Isangel,VU,-19.55,169.2667,75.76,80,98,16.73,overcast clouds
556,Ryotsu,JP,38.0833,138.4333,87.21,64,99,4.83,overcast clouds
557,Bozdar,PK,27.1828,68.636,86.31,72,32,9.26,scattered clouds
558,Ust-Maya,RU,60.4167,134.5333,83.84,45,86,10.92,overcast clouds
559,El Dorado,US,38.7666,-120.5177,89.85,38,11,9.6,few clouds
560,Privolzhye,RU,52.8649,48.6044,60.66,82,0,6.69,clear sky
561,Onega,RU,63.9061,38.1404,51.1,94,88,3.94,overcast clouds
562,Santa Maria Do Suacui,BR,-18.1903,-42.4142,62.73,90,46,1.81,scattered clouds
563,Rosarito,MX,32.3333,-117.0333,81.66,65,1,7.49,clear sky
564,Bloemhof,ZA,-27.6469,25.607,46.08,37,6,8.23,clear sky
565,Zabaykalsk,RU,49.6333,117.3167,78.12,43,5,5.23,clear sky
566,Srednekolymsk,RU,67.45,153.6833,76.28,34,100,12.41,overcast clouds
567,Omboue,GA,-1.5746,9.2618,71.87,92,39,8.9,scattered clouds
568,Porto Santo,PT,33.072,-16.3415,70.18,78,40,12.66,scattered clouds
569,Warri,NG,5.5167,5.75,73.94,90,100,6.24,light rain
570,Terrace,CA,54.5163,-128.6035,75.11,70,100,3.67,overcast clouds
571,Kathua,IN,32.3667,75.5167,75.02,96,100,2.71,overcast clouds
572,Coracora,PE,-15.0333,-73.7833,47.32,41,0,1.36,clear sky
573,Mamaku,NZ,-38.1,176.0833,52.59,53,9,5.5,clear sky
574,Tagusao,PH,9.1924,117.8141,82.18,75,100,4.52,moderate rain
575,Emba,KZ,48.8264,58.1442,72.07,48,100,4.29,overcast clouds
576,Chinsali,ZM,-10.5414,32.0816,59.22,53,0,7.31,clear sky
577,Edgewater,US,28.9889,-80.9023,85.12,81,0,10.27,clear sky
578,Saurimo,AO,-9.6608,20.3916,61.63,34,1,4.29,clear sky
579,Sanmenxia,CN,34.7747,111.1814,83.03,68,0,11.54,clear sky
580,Ambilobe,MG,-13.2,49.05,62.62,85,0,3.67,clear sky
581,Jining,CN,35.405,116.5814,84.49,73,56,1.57,broken clouds
582,Anadyr,RU,64.75,177.4833,61.3,48,20,8.95,few clouds
583,Oranjemund,NA,-28.55,16.4333,53.92,49,0,10.22,clear sky
584,Molepolole,BW,-24.4066,25.4951,56.37,34,45,6.62,scattered clouds
585,Kyshtovka,RU,56.555,76.6271,56.46,94,97,11.77,overcast clouds
586,Sioux Lookout,CA,50.1001,-91.917,62.67,94,100,6.91,overcast clouds
587,Kurmanayevka,RU,52.5093,52.0675,64.27,66,100,4.32,overcast clouds
588,Mocuba,MZ,-16.8392,36.9856,62.76,98,5,1.41,clear sky
589,Skjervoy,NO,70.0311,20.9714,53.6,71,79,3.15,broken clouds
590,Cay,TR,38.5917,31.0286,65.66,75,0,3.98,clear sky
591,Praia Da Vitoria,PT,38.7333,-27.0667,70.75,88,4,5.99,clear sky
592,Gorom-Gorom,BF,14.4439,-0.2361,80.33,63,86,15.48,overcast clouds
593,Inhambane,MZ,-23.865,35.3833,65.79,85,6,5.53,clear sky
594,Sola,VU,-13.8833,167.55,79.84,78,27,17.83,scattered clouds
595,Portland,US,45.5234,-122.6762,100.99,33,20,10.36,few clouds
596,Conceicao Do Araguaia,BR,-8.2578,-49.2647,83.77,40,100,4.92,overcast clouds
597,Marzuq,YE,14.4,46.4667,74.89,68,2,14.12,clear sky
598,Kabanjahe,ID,3.1001,98.4908,67.51,84,100,1.34,light rain
599,Tonj,SS,7.2737,28.6822,68.97,97,97,3.98,light rain
600,Ambulu,ID,-8.345,113.6058,77.61,74,9,1.72,clear sky
601,Birao,CF,10.2849,22.7882,70.97,94,100,4.72,overcast clouds
602,Kuching,MY,1.55,110.3333,79.02,94,20,2.3,few clouds
603,Sabang,ID,5.8933,95.3214,82.31,74,98,15.3,overcast clouds
604,Timra,SE,62.487,17.3257,61.68,94,40,1.14,scattered clouds
605,Moerai,PF,-22.4333,-151.3333,73.26,64,100,19.51,overcast clouds
606,Puerto Narino,CO,-3.7703,-70.3831,76.41,86,100,1.19,overcast clouds
607,San Agustin,MX,20.5333,-103.4667,69.12,68,75,6.91,broken clouds
608,Urumqi,CN,43.801,87.6005,72.55,57,0,4.47,clear sky
609,Mahibadhoo,MV,3.7833,72.9667,81.68,70,100,22.75,overcast clouds
610,Berbera,SO,10.4396,45.0143,89.69,41,100,26.53,overcast clouds
611,Mandurah,AU,-32.55,115.7,55.9,85,100,30.15,light rain
612,Tigre,AR,-34.426,-58.5796,57.2,90,0,0.0,fog
613,Poum,NC,-20.2333,164.0167,73.26,72,96,12.06,overcast clouds
614,Hengshui,CN,37.7322,115.7011,86.97,63,49,3.09,scattered clouds
615,Uglegorsk,RU,49.0833,142.0333,67.77,55,61,7.02,broken clouds
616,Luba,GQ,3.4568,8.5547,76.64,85,100,11.23,light rain
617,Aracati,BR,-4.5617,-37.7697,77.5,78,19,12.84,few clouds
618,Ilam,NP,26.9167,87.9167,69.73,99,100,2.01,overcast clouds
619,Zheleznodorozhnyy,RU,55.7503,38.0042,63.12,73,13,4.05,few clouds
620,Durban,ZA,-29.8579,31.0292,60.03,71,87,1.01,overcast clouds
621,Oume,JP,35.7839,139.2431,92.97,56,77,5.08,broken clouds
622,Ponte Nova,BR,-20.4164,-42.9086,66.15,78,88,2.82,overcast clouds
623,Deputatskiy,RU,69.3,139.9,69.51,64,100,3.91,overcast clouds
624,Hirado,JP,33.3597,129.5531,84.67,73,86,29.57,overcast clouds
625,Barra Patuca,HN,15.8,-84.2833,79.77,85,15,12.15,few clouds
626,Boende,CD,-0.2167,20.8667,72.0,81,74,1.66,broken clouds
627,Ambon,ID,-3.6954,128.1814,82.54,83,40,6.91,scattered clouds
628,Innisfail,AU,-17.5333,146.0333,71.06,89,100,8.46,overcast clouds
629,Manzanillo,CU,20.3433,-77.1167,79.09,84,100,9.1,overcast clouds
630,Kysyl-Syr,RU,63.8986,122.7617,65.66,96,100,5.44,moderate rain
631,Verkh-Usugli,RU,52.7,115.1667,68.36,64,11,6.8,few clouds
632,Stawell,AU,-37.05,142.7667,49.86,81,67,15.43,broken clouds
633,Halifax,CA,44.6453,-63.5724,70.68,81,0,1.01,clear sky
634,Okha,RU,53.5739,142.9478,63.88,70,4,18.05,clear sky
635,Hay River,CA,60.8156,-115.7999,60.26,48,0,8.75,clear sky
636,Saint-Denis,FR,48.9167,2.3333,70.11,77,100,4.61,overcast clouds
637,Ust-Kulom,RU,61.6864,53.6902,61.03,97,100,5.93,light rain
638,Calvillo,MX,21.85,-102.7167,81.54,74,99,0.51,overcast clouds
639,Alofi,NU,-19.0595,-169.9187,77.36,79,3,22.1,clear sky
640,Kenai,US,60.5544,-151.2583,69.03,71,0,17.27,clear sky
641,Rowlett,US,32.9029,-96.5639,99.5,37,75,8.05,broken clouds
642,Coquimbo,CL,-29.9533,-71.3436,53.33,100,20,4.61,few clouds
643,Sobradinho,BR,-12.8333,-39.1,68.47,98,15,4.32,few clouds
644,Douentza,ML,14.9951,-2.9517,77.95,68,100,15.43,light rain
645,Swellendam,ZA,-34.0226,20.4417,42.44,75,0,1.63,clear sky
646,Saiha,IN,22.4833,92.9667,74.25,91,100,0.81,overcast clouds
647,Sidi Ali,DZ,36.0998,0.4206,75.06,84,0,3.0,clear sky
648,La Plata,AR,-34.9215,-57.9545,53.82,79,0,4.63,clear sky
649,Edinburg,GB,55.9521,-3.1965,54.1,83,0,5.75,clear sky
650,Mozarlandia,BR,-14.7447,-50.5706,75.4,25,0,1.01,clear sky
651,Tura,IN,25.5198,90.2201,73.8,99,100,5.75,light rain
652,Wanaka,NZ,-44.7,169.15,44.22,75,93,6.29,moderate rain
653,Altamont,US,42.2068,-121.7372,96.64,15,0,5.75,clear sky
654,Kangaatsiaq,GL,68.3065,-53.4641,41.92,91,6,5.66,clear sky
655,Kargasok,RU,59.0556,80.8572,52.86,74,95,12.71,overcast clouds
656,Togur,RU,58.3631,82.8265,53.92,72,100,11.77,overcast clouds
657,Erenhot,CN,43.6475,111.9767,82.69,38,100,8.05,overcast clouds
658,Zenzeli,RU,45.9241,47.0474,79.18,50,0,4.47,clear sky
659,Sampit,ID,-2.5333,112.95,75.76,88,100,2.35,overcast clouds
660,Bontang,ID,0.1333,117.5,76.15,87,100,1.79,light rain
661,Goderich,CA,43.7501,-81.7165,74.91,67,26,6.31,scattered clouds
662,Shache,CN,38.4167,77.2406,75.36,31,100,14.99,overcast clouds
663,Sibolga,ID,1.7427,98.7792,78.58,83,100,1.99,moderate rain
664,Huarmey,PE,-10.0681,-78.1522,62.65,84,10,9.86,clear sky
665,Camargo,MX,27.6667,-105.1667,90.77,15,90,16.17,overcast clouds
666,Vanavara,RU,60.34,102.2797,68.5,79,17,2.77,few clouds
667,Aranda De Duero,ES,41.6704,-3.6892,68.38,51,0,7.61,clear sky
668,Callaway,US,30.153,-85.5699,84.99,77,20,5.75,few clouds
669,Rawah,IQ,34.4816,41.9093,90.25,21,0,8.14,clear sky
670,Verkhnyaya Inta,RU,65.9811,60.3094,56.95,65,22,7.85,few clouds
671,Lethem,GY,3.3803,-59.7968,75.83,89,100,5.46,overcast clouds
672,Suamico,US,44.6319,-88.0393,77.76,63,0,8.05,clear sky
673,Margate,GB,51.3813,1.3862,65.3,91,100,1.99,overcast clouds
674,Orlik,RU,52.5178,99.825,64.04,61,51,1.7,broken clouds
675,Buala,SB,-8.145,159.5921,85.06,70,21,12.15,light rain
676,Santa Maria,BR,-29.6842,-53.8069,52.38,91,1,4.03,clear sky
677,Esperance,AU,-33.8667,121.9,53.15,54,100,19.28,overcast clouds
678,Shubarkuduk,KZ,49.1447,56.4872,71.19,51,92,3.78,overcast clouds
679,Qeshm,IR,26.9581,56.2719,88.12,83,84,6.06,broken clouds
